2025-11-22 18:09:30,473 | AEGIS.MAIN           | INFO     | --- INITIALIZING FORENSIC SUBSYSTEMS ---
2025-11-22 19:32:53,735 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (538.43). Sensors contradict Thermodynamics.
2025-11-22 19:32:54,736 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (611.11). Sensors contradict Thermodynamics.
2025-11-22 19:32:55,737 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (776.61). Sensors contradict Thermodynamics.
2025-11-22 19:32:57,738 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (8.61). Sensors contradict Thermodynamics.
2025-11-22 19:32:58,738 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (13.74). Sensors contradict Thermodynamics.
2025-11-22 19:32:59,740 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (17.45). Sensors contradict Thermodynamics.
2025-11-22 19:33:00,740 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (15.82). Sensors contradict Thermodynamics.
2025-11-22 19:33:01,741 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (21.05). Sensors contradict Thermodynamics.
2025-11-22 19:33:02,741 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (20.68). Sensors contradict Thermodynamics.
2025-11-22 19:33:03,742 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (23.51). Sensors contradict Thermodynamics.
2025-11-22 19:33:04,743 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (20.75). Sensors contradict Thermodynamics.
2025-11-22 19:33:05,743 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (22.36). Sensors contradict Thermodynamics.
2025-11-22 19:33:06,744 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2682.54). Sensors contradict Thermodynamics.
2025-11-22 19:33:07,744 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1946.30). Sensors contradict Thermodynamics.
2025-11-22 19:33:08,746 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1862.64). Sensors contradict Thermodynamics.
2025-11-22 19:33:09,747 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1460.26). Sensors contradict Thermodynamics.
2025-11-22 19:33:10,748 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1548.66). Sensors contradict Thermodynamics.
2025-11-22 19:33:11,749 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1306.44). Sensors contradict Thermodynamics.
2025-11-22 19:33:12,749 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1242.00). Sensors contradict Thermodynamics.
2025-11-22 19:33:13,751 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (730.39). Sensors contradict Thermodynamics.
2025-11-22 19:33:14,750 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (684.61). Sensors contradict Thermodynamics.
2025-11-22 19:33:15,752 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (556.95). Sensors contradict Thermodynamics.
2025-11-22 19:33:16,752 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (453.36). Sensors contradict Thermodynamics.
2025-11-22 19:33:17,753 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (344.11). Sensors contradict Thermodynamics.
2025-11-22 19:33:18,754 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (424.48). Sensors contradict Thermodynamics.
2025-11-22 19:33:19,754 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (290.74). Sensors contradict Thermodynamics.
2025-11-22 19:33:20,754 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (365.65). Sensors contradict Thermodynamics.
2025-11-22 19:33:21,755 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (318.25). Sensors contradict Thermodynamics.
2025-11-22 19:33:22,756 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (424.65). Sensors contradict Thermodynamics.
2025-11-22 19:33:23,757 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (303.29). Sensors contradict Thermodynamics.
2025-11-22 19:33:24,757 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (469.36). Sensors contradict Thermodynamics.
2025-11-22 19:33:25,758 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (492.88). Sensors contradict Thermodynamics.
2025-11-22 19:33:26,758 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (754.44). Sensors contradict Thermodynamics.
2025-11-22 19:33:27,759 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (812.21). Sensors contradict Thermodynamics.
2025-11-22 19:33:28,759 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1048.97). Sensors contradict Thermodynamics.
2025-11-22 19:33:29,761 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1103.25). Sensors contradict Thermodynamics.
2025-11-22 19:33:30,762 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1597.57). Sensors contradict Thermodynamics.
2025-11-22 19:33:31,763 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1701.38). Sensors contradict Thermodynamics.
2025-11-22 19:33:32,763 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1814.21). Sensors contradict Thermodynamics.
2025-11-22 19:33:33,764 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2043.70). Sensors contradict Thermodynamics.
2025-11-22 19:33:34,765 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2237.59). Sensors contradict Thermodynamics.
2025-11-22 19:33:35,766 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1976.62). Sensors contradict Thermodynamics.
2025-11-22 19:33:36,767 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2035.66). Sensors contradict Thermodynamics.
2025-11-22 19:33:37,767 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1944.46). Sensors contradict Thermodynamics.
2025-11-22 19:33:38,768 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2210.14). Sensors contradict Thermodynamics.
2025-11-22 19:33:39,769 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1954.23). Sensors contradict Thermodynamics.
2025-11-22 19:33:40,770 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1841.24). Sensors contradict Thermodynamics.
2025-11-22 19:33:41,772 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1520.10). Sensors contradict Thermodynamics.
2025-11-22 19:33:42,772 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1423.21). Sensors contradict Thermodynamics.
2025-11-22 19:33:43,772 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1322.24). Sensors contradict Thermodynamics.
2025-11-22 19:33:44,774 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1129.74). Sensors contradict Thermodynamics.
2025-11-22 19:33:45,773 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (775.18). Sensors contradict Thermodynamics.
2025-11-22 19:33:46,775 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (665.75). Sensors contradict Thermodynamics.
2025-11-22 19:33:47,775 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (429.18). Sensors contradict Thermodynamics.
2025-11-22 19:33:48,774 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (437.55). Sensors contradict Thermodynamics.
2025-11-22 19:33:49,777 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (461.89). Sensors contradict Thermodynamics.
2025-11-22 19:33:50,777 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (321.21). Sensors contradict Thermodynamics.
2025-11-22 19:33:51,778 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (208.96). Sensors contradict Thermodynamics.
2025-11-22 19:33:52,778 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (369.70). Sensors contradict Thermodynamics.
2025-11-22 19:33:53,779 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (359.14). Sensors contradict Thermodynamics.
2025-11-22 19:33:54,780 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (425.51). Sensors contradict Thermodynamics.
2025-11-22 19:33:55,781 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (442.73). Sensors contradict Thermodynamics.
2025-11-22 19:34:00,786 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (11.22). Sensors contradict Thermodynamics.
2025-11-22 19:34:01,787 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (11.91). Sensors contradict Thermodynamics.
2025-11-22 19:34:02,786 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (15.14). Sensors contradict Thermodynamics.
2025-11-22 19:34:03,788 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (16.98). Sensors contradict Thermodynamics.
2025-11-22 19:34:04,788 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (19.52). Sensors contradict Thermodynamics.
2025-11-22 19:34:05,788 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (18.81). Sensors contradict Thermodynamics.
2025-11-22 19:34:06,789 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2170.05). Sensors contradict Thermodynamics.
2025-11-22 19:34:07,790 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2175.54). Sensors contradict Thermodynamics.
2025-11-22 19:34:08,791 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2227.96). Sensors contradict Thermodynamics.
2025-11-22 19:34:09,793 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2212.49). Sensors contradict Thermodynamics.
2025-11-22 19:34:10,793 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2044.54). Sensors contradict Thermodynamics.
2025-11-22 19:34:11,794 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2063.79). Sensors contradict Thermodynamics.
2025-11-22 19:34:12,794 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1493.59). Sensors contradict Thermodynamics.
2025-11-22 19:34:13,794 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1341.14). Sensors contradict Thermodynamics.
2025-11-22 19:34:14,795 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1159.96). Sensors contradict Thermodynamics.
2025-11-22 19:34:15,796 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1300.04). Sensors contradict Thermodynamics.
2025-11-22 19:34:16,797 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (896.38). Sensors contradict Thermodynamics.
2025-11-22 19:34:17,799 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (735.42). Sensors contradict Thermodynamics.
2025-11-22 19:34:18,799 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (592.50). Sensors contradict Thermodynamics.
2025-11-22 19:34:19,798 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (440.78). Sensors contradict Thermodynamics.
2025-11-22 19:34:20,800 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (310.02). Sensors contradict Thermodynamics.
2025-11-22 19:34:21,800 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (290.78). Sensors contradict Thermodynamics.
2025-11-22 19:34:22,802 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (326.39). Sensors contradict Thermodynamics.
2025-11-22 19:34:23,802 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (266.10). Sensors contradict Thermodynamics.
2025-11-22 19:34:24,803 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (346.13). Sensors contradict Thermodynamics.
2025-11-22 19:34:25,804 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (310.17). Sensors contradict Thermodynamics.
2025-11-22 19:34:26,804 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (485.44). Sensors contradict Thermodynamics.
2025-11-22 19:34:27,806 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (435.98). Sensors contradict Thermodynamics.
2025-11-22 19:34:28,807 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (653.93). Sensors contradict Thermodynamics.
2025-11-22 19:34:29,807 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (878.27). Sensors contradict Thermodynamics.
2025-11-22 19:34:30,808 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (872.97). Sensors contradict Thermodynamics.
2025-11-22 19:34:31,809 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1130.65). Sensors contradict Thermodynamics.
2025-11-22 19:34:32,808 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1026.09). Sensors contradict Thermodynamics.
2025-11-22 19:34:33,810 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1326.46). Sensors contradict Thermodynamics.
2025-11-22 19:34:34,810 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1761.46). Sensors contradict Thermodynamics.
2025-11-22 19:34:35,810 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1903.37). Sensors contradict Thermodynamics.
2025-11-22 19:34:36,811 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1752.27). Sensors contradict Thermodynamics.
2025-11-22 19:34:37,812 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1965.25). Sensors contradict Thermodynamics.
2025-11-22 19:34:38,812 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2101.31). Sensors contradict Thermodynamics.
2025-11-22 19:34:39,814 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2416.84). Sensors contradict Thermodynamics.
2025-11-22 19:34:40,814 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2121.74). Sensors contradict Thermodynamics.
2025-11-22 19:34:41,816 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2177.90). Sensors contradict Thermodynamics.
2025-11-22 19:34:42,816 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2015.74). Sensors contradict Thermodynamics.
2025-11-22 19:34:43,817 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1562.51). Sensors contradict Thermodynamics.
2025-11-22 19:34:44,817 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1785.76). Sensors contradict Thermodynamics.
2025-11-22 19:34:45,817 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1237.10). Sensors contradict Thermodynamics.
2025-11-22 19:34:46,818 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1055.22). Sensors contradict Thermodynamics.
2025-11-22 19:34:47,819 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (886.61). Sensors contradict Thermodynamics.
2025-11-22 19:34:48,820 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (643.82). Sensors contradict Thermodynamics.
2025-11-22 19:34:49,821 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (648.24). Sensors contradict Thermodynamics.
2025-11-22 19:34:50,821 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (556.81). Sensors contradict Thermodynamics.
2025-11-22 19:34:51,822 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (467.47). Sensors contradict Thermodynamics.
2025-11-22 19:34:52,822 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (305.71). Sensors contradict Thermodynamics.
2025-11-22 19:34:53,823 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (253.95). Sensors contradict Thermodynamics.
2025-11-22 19:34:54,824 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (262.25). Sensors contradict Thermodynamics.
2025-11-22 19:35:01,828 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (8.53). Sensors contradict Thermodynamics.
2025-11-22 19:35:02,830 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.38). Sensors contradict Thermodynamics.
2025-11-22 19:35:03,830 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (10.42). Sensors contradict Thermodynamics.
2025-11-22 19:35:04,831 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (14.24). Sensors contradict Thermodynamics.
2025-11-22 19:35:05,833 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1725.70). Sensors contradict Thermodynamics.
2025-11-22 19:35:06,834 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1838.23). Sensors contradict Thermodynamics.
2025-11-22 19:35:07,835 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2037.64). Sensors contradict Thermodynamics.
2025-11-22 19:35:08,836 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2023.35). Sensors contradict Thermodynamics.
2025-11-22 19:35:09,837 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2461.84). Sensors contradict Thermodynamics.
2025-11-22 19:35:10,838 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2145.12). Sensors contradict Thermodynamics.
2025-11-22 19:35:11,838 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1966.58). Sensors contradict Thermodynamics.
2025-11-22 19:35:12,839 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1977.96). Sensors contradict Thermodynamics.
2025-11-22 19:35:13,839 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1740.35). Sensors contradict Thermodynamics.
2025-11-22 19:35:14,839 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1955.90). Sensors contradict Thermodynamics.
2025-11-22 19:35:15,840 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1744.63). Sensors contradict Thermodynamics.
2025-11-22 19:35:16,840 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1405.11). Sensors contradict Thermodynamics.
2025-11-22 19:35:17,841 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1311.08). Sensors contradict Thermodynamics.
2025-11-22 19:35:18,843 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1117.13). Sensors contradict Thermodynamics.
2025-11-22 19:35:19,843 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (715.06). Sensors contradict Thermodynamics.
2025-11-22 19:35:20,843 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (620.74). Sensors contradict Thermodynamics.
2025-11-22 19:35:21,844 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (531.76). Sensors contradict Thermodynamics.
2025-11-22 19:35:22,844 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (551.52). Sensors contradict Thermodynamics.
2025-11-22 19:35:23,845 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (379.67). Sensors contradict Thermodynamics.
2025-11-22 19:35:24,846 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (324.14). Sensors contradict Thermodynamics.
2025-11-22 19:35:25,848 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (329.71). Sensors contradict Thermodynamics.
2025-11-22 19:35:26,848 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (346.94). Sensors contradict Thermodynamics.
2025-11-22 19:35:27,849 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (258.99). Sensors contradict Thermodynamics.
2025-11-22 19:35:28,851 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (283.46). Sensors contradict Thermodynamics.
2025-11-22 19:35:29,852 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (474.96). Sensors contradict Thermodynamics.
2025-11-22 19:35:30,853 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (452.37). Sensors contradict Thermodynamics.
2025-11-22 19:35:31,853 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (531.10). Sensors contradict Thermodynamics.
2025-11-22 19:35:32,854 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (908.42). Sensors contradict Thermodynamics.
2025-11-22 19:35:33,854 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (965.88). Sensors contradict Thermodynamics.
2025-11-22 19:35:34,856 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1294.18). Sensors contradict Thermodynamics.
2025-11-22 19:35:35,856 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1311.39). Sensors contradict Thermodynamics.
2025-11-22 19:35:36,858 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1334.12). Sensors contradict Thermodynamics.
2025-11-22 19:35:37,858 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1587.98). Sensors contradict Thermodynamics.
2025-11-22 19:35:38,859 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1632.89). Sensors contradict Thermodynamics.
2025-11-22 19:35:39,858 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2153.20). Sensors contradict Thermodynamics.
2025-11-22 19:35:40,859 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1931.06). Sensors contradict Thermodynamics.
2025-11-22 19:35:41,859 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2409.26). Sensors contradict Thermodynamics.
2025-11-22 19:35:42,860 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2280.96). Sensors contradict Thermodynamics.
2025-11-22 19:35:43,860 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2283.28). Sensors contradict Thermodynamics.
2025-11-22 19:35:44,861 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1946.42). Sensors contradict Thermodynamics.
2025-11-22 19:35:45,862 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1846.75). Sensors contradict Thermodynamics.
2025-11-22 19:35:46,863 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1594.18). Sensors contradict Thermodynamics.
2025-11-22 19:35:47,863 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1470.20). Sensors contradict Thermodynamics.
2025-11-22 19:35:48,865 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1301.64). Sensors contradict Thermodynamics.
2025-11-22 19:35:49,864 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1050.02). Sensors contradict Thermodynamics.
2025-11-22 19:35:50,865 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (957.00). Sensors contradict Thermodynamics.
2025-11-22 19:35:51,866 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (849.67). Sensors contradict Thermodynamics.
2025-11-22 19:35:52,866 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (485.46). Sensors contradict Thermodynamics.
2025-11-22 19:35:53,867 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (558.07). Sensors contradict Thermodynamics.
2025-11-22 19:35:54,867 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (387.58). Sensors contradict Thermodynamics.
2025-11-22 19:36:04,872 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (9.77). Sensors contradict Thermodynamics.
2025-11-22 19:36:05,874 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1066.86). Sensors contradict Thermodynamics.
2025-11-22 19:36:06,875 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1420.66). Sensors contradict Thermodynamics.
2025-11-22 19:36:07,875 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1386.02). Sensors contradict Thermodynamics.
2025-11-22 19:36:08,876 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1366.89). Sensors contradict Thermodynamics.
2025-11-22 19:36:09,877 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1887.24). Sensors contradict Thermodynamics.
2025-11-22 19:36:10,877 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1752.40). Sensors contradict Thermodynamics.
2025-11-22 19:36:11,878 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2187.06). Sensors contradict Thermodynamics.
2025-11-22 19:36:12,879 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2202.56). Sensors contradict Thermodynamics.
2025-11-22 19:36:13,880 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1969.97). Sensors contradict Thermodynamics.
2025-11-22 19:36:14,880 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2139.99). Sensors contradict Thermodynamics.
2025-11-22 19:36:15,881 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (2049.89). Sensors contradict Thermodynamics.
2025-11-22 19:36:16,881 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1944.24). Sensors contradict Thermodynamics.
2025-11-22 19:36:17,884 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1739.55). Sensors contradict Thermodynamics.
2025-11-22 19:36:18,884 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1498.83). Sensors contradict Thermodynamics.
2025-11-22 19:36:19,884 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1535.37). Sensors contradict Thermodynamics.
2025-11-22 19:36:20,886 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1211.11). Sensors contradict Thermodynamics.
2025-11-22 19:36:21,887 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1056.42). Sensors contradict Thermodynamics.
2025-11-22 19:36:22,887 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (679.50). Sensors contradict Thermodynamics.
2025-11-22 19:36:23,887 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (650.91). Sensors contradict Thermodynamics.
2025-11-22 19:36:24,887 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (557.29). Sensors contradict Thermodynamics.
2025-11-22 19:36:25,888 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (358.28). Sensors contradict Thermodynamics.
2025-11-22 19:36:26,889 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (454.84). Sensors contradict Thermodynamics.
2025-11-22 19:36:27,890 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (246.14). Sensors contradict Thermodynamics.
2025-11-22 19:36:28,891 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (240.54). Sensors contradict Thermodynamics.
2025-11-22 19:36:29,891 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (312.37). Sensors contradict Thermodynamics.
2025-11-22 19:36:30,892 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (273.61). Sensors contradict Thermodynamics.
2025-11-22 19:36:31,894 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (287.35). Sensors contradict Thermodynamics.
2025-11-22 19:36:32,894 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (426.59). Sensors contradict Thermodynamics.
2025-11-22 19:36:33,895 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (540.04). Sensors contradict Thermodynamics.
2025-11-22 19:36:34,896 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (795.73). Sensors contradict Thermodynamics.
2025-11-22 19:36:35,896 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (838.29). Sensors contradict Thermodynamics.
2025-11-22 19:36:36,897 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (880.60). Sensors contradict Thermodynamics.
2025-11-22 19:36:37,897 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1124.33). Sensors contradict Thermodynamics.
2025-11-22 19:36:38,898 | AEGIS.PHYSICS.EKF    | WARNING  | NIS Spike (1452.79). Sensors contradict Thermodynamics.
